pernos,initials,sex,address,postcode,mobNumber,homeNumber,workNumber,marketing,goneAway,value
7678,UK,2,"Flat 02r, Kaur walks, Port Lukefort, L1H 7XX",L1H 7XX,(0118) 496 0415,(0909)8790130,(0909) 879 0264,yes,0,91159.83667265055
7679,WF,2,"03 Brown divide, Rosieshire, N8 9TT",N8 9TT,+44151 496 0036,+44(0)121 4960566,+44(0)1134960697,no,0,230753.28507743595
7680,AN,0,"Studio 2, Scott landing, East Stewartbury, DN04 1YE",DN04 1YE,+4420 7496 0610,01134960964,+443069990756,no,1,30783.415441176374
7681,RT,0,"8 Ross mission, East Josephburgh, S1A 9UR",S1A 9UR,(0161)4960096,(028) 9018 0374,020 74960600,no,0,158901.77779646608
7682,TV,0,"Studio 01Q, Morris stravenue, Stephenfurt, E1 5UQ",E1 5UQ,01174960607,(0151) 496 0580,+44191 4960154,yes,0,171018.28061679838
7683,YO,2,"Studio 3, Shaw extension, Guyborough, HR5H 2WW",HR5H 2WW,01632960682,+44115 496 0209,+44(0)292018212,yes,0,121144.25104868445
7684,OD,0,"8 Timothy mountain, Simmonsport, L7 2TL",L7 2TL,08081570001,(0114) 4960815,(0117)4960995,yes,0,44892.972400698345
7685,IH,0,"055 Shane garden, Ruthberg, CW03 1JP",CW03 1JP,+4429 2018 0304,+44(0)1164960021,+4428 9018436,yes,0,9404.45704288895
7686,NF,1,"Flat 0, Marc vista, East Martynport, BL3 9AS",BL3 9AS,+441914960775,(0121)4960512,0292018669,no,0,710.0
7687,HG,2,"1 Cox meadows, Lake Kyletown, TS6V 0RQ",TS6V 0RQ,0306 999 0278,+441632960031,+44(0)191 496 0855,no,0,27035.16520661884
7688,UG,1,"Flat 59, Russell passage, East Brianshire, WA7 1AW",WA7 1AW,+441514960259,+44(0)141 4960788,01164960463,yes,0,710.0
7689,KO,0,"87 Thomas court, West Kevin, LE4 6AA",LE4 6AA,+441184960018,+44(0)161 496 0911,08081570354,yes,0,83398.17213662156
7690,TX,0,"Studio 4, Jamie key, Smithport, LD8V 1EN",LD8V 1EN,+44808 157 0265,(0161)4960304,+448081570712,no,0,788.2547783021736
7691,DD,1,"147 Hazel via, Port Bruce, YO1P 3XU",YO1P 3XU,(0306) 999 0193,+44(0)131 4960152,(0151) 4960230,yes,0,710.0
7692,PS,2,"Flat 26, Jamie ramp, South Tobyshire, M31 1SS",M31 1SS,+44141 4960553,(0118)4960120,(0131) 4960640,no,0,33762.648089954244
7693,BF,1,"323 Browne union, Morristown, B1A 2RD",B1A 2RD,+4428 9018 0743,01164960676,+44(0)1314960645,yes,0,62433.47139812999
7694,KZ,2,"Flat 20, Wood lane, Wallaceland, AB7 4HF",AB7 4HF,+44151 4960177,(0161) 496 0131,+44909 8790405,yes,0,710.0
7695,ZP,2,"823 Emma fall, East Tracey, LS6Y 4RX",LS6Y 4RX,0808 1570122,(0306) 999 0276,+441514960540,yes,0,710.0
7696,GU,0,"Flat 7, White court, South Helenland, S1 4UG",S1 4UG,0909 879 0751,01184960225,+44121 496 0756,no,1,31152.587961371664
7697,WG,2,"740 Carter forest, North Ashleighstad, ZE7 8BN",ZE7 8BN,+44(0)115 4960604,01164960596,020 7946 0102,no,0,31326.820133403213
7698,GG,1,"Studio 88c, Williams loaf, New Kathryn, PL72 9FU",PL72 9FU,(020) 7496 0956,+44(0)161 496 0158,+44(0)909 8790293,yes,0,30929.350651876557
7699,MK,0,"2 Terry cove, Harryside, G63 7BA",G63 7BA,+44(0)115 4960692,+44118 4960963,(0113)4960298,yes,0,710.0
7700,FU,0,"5 Jones turnpike, Lake Damienview, WF9W 5RE",WF9W 5RE,+44(0)1614960104,+44(0)29 2018437,+441174960977,yes,1,710.0
7701,YY,1,"Flat 46, Doyle mount, Howardton, M1E 1WX",M1E 1WX,020 7946 0330,+44161 4960835,+44(0)28 9018833,yes,0,29789.84857511135
7702,XP,1,"516 Holland light, New Shannon, M57 3HP",M57 3HP,(0117)4960831,+44(0)114 4960991,(0141) 4960333,no,0,29447.775821434127
7703,BO,0,"Studio 19, Brown skyway, Rickyland, DL1H 6PZ",DL1H 6PZ,+44289018580,0808 1570356,(0161)4960404,yes,0,30887.133107165246
7704,MB,1,"Studio 60, O'Donnell path, Louiseberg, L9 2UU",L9 2UU,0909 8790683,+441214960009,0191 4960976,yes,0,168127.81256286887
7705,TT,0,"88 Dean track, Mathewmouth, SK33 7EB",SK33 7EB,0292018416,+448081570192,+44121 4960561,no,0,710.0
7706,JY,2,"2 Georgia bypass, New Ryan, L7 2EX",L7 2EX,+44(0)1154960187,+44141 496 0826,(0191) 496 0795,yes,0,30189.687912435144
7707,UY,0,"Studio 81E, Carolyn highway, New Carole, SE5 3RB",SE5 3RB,(0117) 4960947,+441914960930,+44(0)306 9990047,no,0,710.0
7708,VO,0,"916 Smith extensions, Lake Melanieside, L7G 6GN",L7G 6GN,+441632960085,+441632960044,+44(0)151 496 0373,no,0,228305.60137129296
7709,HC,0,"Studio 3, Bird place, North Charlie, RG5E 7AY",RG5E 7AY,(0306)9990183,(0306) 999 0372,+44(0)1632 960489,yes,0,30026.362140873178
7710,MV,0,"74 Ryan divide, Pritchardfort, L35 9HH",L35 9HH,+448081570104,(0116)4960967,+44121 496 0276,no,1,710.0
7711,IM,1,"Studio 08, Moore fork, North Ashleigh, W65 5LW",W65 5LW,+44(0)808 1570552,+44909 8790633,+44(0)1164960478,yes,0,232730.98925071515
7712,HI,2,"Studio 20x, Bryan groves, Jonesfurt, ZE53 9TD",ZE53 9TD,+44(0)20 74960560,+44(0)161 4960890,+441134960003,yes,0,124925.8547544113
7713,SB,2,"7 Davies heights, East Cliffordbury, TD7X 7FE",TD7X 7FE,+4429 2018918,(0306) 9990552,020 74960860,yes,0,207573.2600872093
7714,SM,0,"Flat 56, Helen forest, Carrberg, OX5V 2AP",OX5V 2AP,+4429 2018 0834,(0116) 496 0093,0131 496 0897,yes,0,121332.79575658971
7715,CR,0,"Studio 2, Holmes shores, Mellormouth, M23 2DF",M23 2DF,01614960370,(0114) 496 0074,+441614960912,yes,0,32616.64358886651
7716,PA,2,"2 Clarke prairie, Lake Kathrynport, S5H 8LW",S5H 8LW,+44292018265,+44191 496 0051,01174960707,no,0,19157.43584527625
7717,CS,1,"Studio 52, Garry junctions, Mohammedmouth, S2B 1GZ",S2B 1GZ,+44(0)909 8790130,(0191) 4960254,+44(0)116 496 0031,no,0,35738.60311005884
7718,LU,0,"044 Ronald grove, Bernardchester, KY2 0HN",KY2 0HN,+448081570245,+44116 4960693,(020) 7496 0033,no,0,50196.2149410717
7719,UL,0,"Studio 5, Martin shores, Port Shirley, M3S 5FZ",M3S 5FZ,029 2018146,+44(0)1174960486,028 9018 0186,no,0,139177.42863717017
7720,HH,1,"Studio 98z, Damien parkway, Robinsonland, RM2 0TZ",RM2 0TZ,+44(0)306 999 0903,(020) 7496 0232,+44(0)1632960870,yes,0,710.0
7721,WF,1,"Studio 85, Payne grove, Lake Jodie, BH5 6XB",BH5 6XB,+441174960562,+44(0)113 496 0150,+44(0)114 4960228,no,0,30042.955827121943
7722,EL,0,"31 Jones ford, North Mauricemouth, NR5 8XP",NR5 8XP,0118 496 0316,01314960702,(0116) 4960911,no,0,30792.88633910114
7723,GM,1,"Flat 21, Wilkinson spur, Sarahmouth, L3 4BS",L3 4BS,+44141 4960184,01632 960 434,(0151) 4960560,yes,0,31091.406598334925
7724,HE,0,"Studio 2, Anderson islands, Port Liamport, UB32 4NY",UB32 4NY,+44(0)191 496 0821,+44(0)28 9018716,028 9018955,yes,0,31717.88166249904
7725,VW,0,"Studio 72, Hawkins pines, Garyfort, L0 9SN",L0 9SN,+44114 496 0479,(020)74960845,+44(0)1614960724,yes,0,149891.06735646413
7726,KR,0,"Studio 88V, Davis road, East Annette, NR2 1UX",NR2 1UX,(028) 9018366,020 7946 0926,08081570588,yes,0,710.0
7727,HE,0,"Flat 7, Stephen glen, Lake Danielle, GY15 6TA",GY15 6TA,0115 4960772,0118 4960363,+449098790037,yes,0,91033.27688071178
7728,DU,1,"Studio 81v, Ward bridge, South Maria, HX02 9YZ",HX02 9YZ,+442074960822,0113 496 0380,0141 4960678,yes,0,30511.390498092664
7729,YL,1,"Studio 84r, Mathew street, East Dominicside, E1 7QB",E1 7QB,0116 496 0236,+44(0)117 4960147,+44121 4960826,yes,0,30375.826875486706
7730,FS,0,"Flat 40Z, Godfrey roads, Shirleyside, L4K 2WZ",L4K 2WZ,+44131 4960411,+44(0)909 8790547,0115 496 0139,no,0,29501.988206900634
7731,DT,2,"Flat 37v, Sean street, East Normanchester, L5 8FQ",L5 8FQ,(0117) 496 0582,+44808 1570394,+441632 960503,yes,0,262922.4173206607
7732,OW,2,"Studio 71, Sean summit, Johnsonberg, B2 0YX",B2 0YX,0808 157 0342,+44(0)118 4960068,(0118) 4960216,no,0,15877.11585434616
7733,GE,0,"Studio 33, Baker gateway, Annettefurt, M3A 7AU",M3A 7AU,01154960950,+44(0)909 879 0308,+44(0)1914960856,yes,0,139130.01369433664
7734,XC,2,"Flat 60, Ali fords, West Annetown, B97 6RY",B97 6RY,(0306) 999 0758,+44(0)808 157 0318,0131 4960367,yes,0,30045.5707477453
7735,TJ,0,"4 Davidson expressway, New Rhys, EC53 5YH",EC53 5YH,+44113 4960775,(0191) 496 0388,(0191) 496 0694,no,0,232598.23294071291
7736,VV,2,"68 Hicks islands, West Rhysberg, DG8W 7DZ",DG8W 7DZ,+441174960360,(0116) 496 0207,01632 960742,no,0,108408.87268650274
7737,UP,2,"57 Fox crest, Lydiashire, HA84 6UF",HA84 6UF,01914960778,0191 4960544,+449098790626,no,0,710.0
7738,RZ,2,"1 Teresa coves, Arthurbury, G99 9TE",G99 9TE,(0131)4960144,+44(0)116 4960272,(0114)4960020,no,0,128781.40548445452
7739,EM,2,"Studio 48h, Peter oval, East Gordonfort, TS2H 6ER",TS2H 6ER,+44(0)114 496 0802,020 74960154,0121 496 0084,yes,0,30046.270073171305
7740,GI,1,"43 Hussain inlet, Gavinhaven, WR1X 0RZ",WR1X 0RZ,+44(0)1614960979,028 9018454,+4429 2018 0221,no,0,30375.343661485225
7741,EL,2,"Flat 8, Daniels river, Hughesbury, LA77 7NW",LA77 7NW,+44(0)1614960023,0113 496 0308,+44(0)289018109,yes,0,30748.959385997252
7742,DQ,2,"9 Hilton common, Ritashire, L2D 6NH",L2D 6NH,+44(0)116 4960784,+44808 157 0481,029 2018485,no,1,32008.892839826654
7743,CF,2,"7 Leigh knoll, Jasonchester, BD2V 0JB",BD2V 0JB,(0141) 496 0407,+44(0)131 496 0362,0117 496 0651,no,0,710.0
7744,DK,0,"960 Gallagher walks, Port Hugh, E29 9UE",E29 9UE,+44113 4960614,+44118 496 0122,+44(0)8081570205,yes,1,710.0
7745,WW,0,"989 Higgins circles, Ericbury, OL8 8WS",OL8 8WS,+441614960716,01184960079,+44909 879 0687,yes,1,710.0
7746,IF,1,"54 Mason alley, Lake Barbaraberg, IP16 4JG",IP16 4JG,(0113) 496 0494,(0151) 496 0245,01914960068,no,0,72070.00912636786
7747,MI,0,"789 Hazel river, Tonyborough, BS37 8SX",BS37 8SX,+4420 74960589,+44151 4960615,(01632) 960 165,yes,0,29921.464308823506
7748,EK,2,"1 Evans shore, Harrietberg, N72 8UX",N72 8UX,0808 157 0351,+44(0)29 2018 0869,0161 4960696,yes,0,35250.785935600965
7749,BY,1,"Studio 67, Sanderson crossing, Port Martynville, N77 4WP",N77 4WP,+44(0)131 4960582,(01632) 960 001,01174960595,no,0,29261.12695749288
7750,DS,2,"Flat 30R, Cunningham village, Warrenchester, E2F 7ND",E2F 7ND,0115 496 0269,0306 999 0598,+44(0)1314960712,yes,1,710.0
7751,VG,2,"598 Morris street, Lake Beverleyport, L33 9ZT",L33 9ZT,+44117 496 0671,0131 4960043,+44117 496 0483,yes,0,115538.31437527869
7752,LO,2,"Studio 16, Diana rue, Stokesborough, B3 8TE",B3 8TE,+44(0)141 4960614,(0115)4960355,+44151 496 0199,yes,0,32144.942409222862
7753,GK,1,"Flat 54X, Jackson path, South Simon, KA9 2YX",KA9 2YX,(0118) 496 0071,+44289018967,+44(0)909 8790598,no,0,204523.31056238918
7754,DC,1,"Flat 31g, Danielle turnpike, Lake Michelle, L6 0QN",L6 0QN,+44289018778,028 9018 0222,+44(0)1164960592,yes,0,30577.580491830107
7755,CH,1,"35 Fiona expressway, New Jamie, M6U 3YX",M6U 3YX,(029) 2018766,+44(0)306 999 0922,(0161)4960996,yes,0,59486.033154284996
7756,EU,2,"Studio 61, Miles walk, Louisborough, CW0B 8GW",CW0B 8GW,(0131) 496 0636,(0114)4960345,+44(0)151 496 0628,no,0,9142.130093312713
7757,JA,2,"Flat 3, Stephanie forks, North Georginahaven, WN9M 7BE",WN9M 7BE,+44151 496 0817,01164960867,(0808)1570066,no,1,30232.399238178594
7758,CK,2,"9 Jamie port, West Sarafurt, WR3B 6NA",WR3B 6NA,+44151 4960420,(0113)4960359,(0115) 496 0185,no,0,16289.25211637736
7759,GC,0,"5 Linda trail, Lake Diane, E4 9ZA",E4 9ZA,+44(0)1314960720,+44(0)116 4960310,(0191)4960838,yes,0,67612.1187528198
7760,NX,1,"Studio 57, Kim meadows, Burgessville, G5D 9WP",G5D 9WP,+442074960392,+441154960334,(0113) 496 0440,no,0,710.0
7761,JE,1,"Studio 2, Ian inlet, Perryfort, M3 4HF",M3 4HF,+44113 4960245,+44(0)191 496 0269,+441632960423,no,0,151945.54633716782
7762,KR,2,"39 Debra gardens, Port Hilarytown, L2D 8ZB",L2D 8ZB,+441632 960071,0131 4960895,+44131 4960656,no,1,32886.44915524648
7763,UT,1,"Studio 4, Roy coves, Bryantshire, KT2E 6BT",KT2E 6BT,0141 496 0213,+44(0)151 496 0262,+44141 4960357,no,0,32934.87400094202
7764,LO,1,"7 Carr dale, Port Alan, CV24 4WN",CV24 4WN,+441174960603,+44(0)117 4960899,020 74960769,no,0,16810.628936272627
7765,EF,1,"Flat 99e, Edwards spur, Lake Damian, SM1Y 2AA",SM1Y 2AA,(0131) 496 0570,(0131) 496 0859,01144960677,no,0,710.0
7766,XW,2,"097 Geoffrey ramp, Ellieton, IM6 7WZ",IM6 7WZ,+442074960153,01174960600,01214960800,yes,0,31454.996969379714
7767,CG,2,"Flat 41, Newton springs, Reynoldsfort, W01 5AW",W01 5AW,01164960688,(0115) 4960962,+44(0)1174960579,yes,0,710.0
7768,ZR,1,"689 Bryan inlet, New Louisefurt, CH01 9JW",CH01 9JW,+441164960562,0191 4960785,020 74960621,yes,0,710.0
7769,ER,1,"Studio 40e, Wallis stravenue, Pratthaven, RG8 5UW",RG8 5UW,+44(0)114 496 0958,0161 496 0700,(0115) 496 0686,no,0,204998.98931444163
7770,EW,1,"Studio 1, Griffiths flats, Port Tracyfort, L49 2LS",L49 2LS,0151 496 0305,+44121 496 0114,(0116) 4960541,no,0,29401.818070520505
7771,ZX,2,"897 Joanna brooks, Hallchester, LN41 4AF",LN41 4AF,01174960707,+44(0)2074960750,+441632 960561,yes,0,192430.49186577072
7772,ME,0,"Flat 95, Khan spur, Knowlesfurt, BR29 0QD",BR29 0QD,+44(0)191 4960834,(0118) 496 0469,(020) 7496 0167,no,0,32831.501260683326
7773,DO,2,"724 Ryan club, North Barry, L05 9UY",L05 9UY,+44(0)118 4960366,01184960088,0808 157 0425,yes,0,710.0
7774,PM,0,"Flat 07, Lynda flat, Russellport, TA1B 3WU",TA1B 3WU,0808 1570354,+44(0)909 8790196,0909 879 0056,yes,0,28770.292624683276
7775,WX,2,"Studio 61, John neck, East Jameschester, CA0 4QS",CA0 4QS,+44131 496 0301,+44306 999 0202,029 2018 0454,yes,0,180643.37501897683
7776,YO,1,"46 Williamson rapids, North Raymond, PR9 5LL",PR9 5LL,+44118 496 0628,+441174960131,020 74960793,no,1,710.0
7777,YP,1,"Studio 1, Danielle alley, Gilbertbury, G63 2XX",G63 2XX,+44(0)1632 960 257,(0131)4960228,+44116 496 0488,yes,0,30083.833662009223
7778,NF,1,"30 Marie square, Hughesport, W6 9YZ",W6 9YZ,+44151 4960306,(0114) 496 0726,+44141 4960349,yes,0,112606.90761883829
7779,FW,2,"Studio 5, Clare road, East Carlton, N7J 7BJ",N7J 7BJ,+443069990126,(028) 9018 0851,+44(0)114 4960251,no,0,710.0
7780,SN,1,"650 Joanna valley, Marilynside, BH4P 4JW",BH4P 4JW,0115 4960291,0191 498 0739,(0306) 9990384,yes,0,710.0
7781,VJ,1,"Studio 73, Vanessa pines, Wrightland, M4 6FA",M4 6FA,(01632)960342,+44151 4960020,(0131)4960836,no,0,65620.67722251819
7782,KA,0,"Flat 35N, Sian extensions, North Christian, LU2 0YY",LU2 0YY,02074960507,+44(0)8081570744,(0121)4960293,yes,0,710.0
7783,YY,1,"475 Kieran fort, Peterstad, N8G 2PP",N8G 2PP,(028) 9018 0330,01632 960885,(0191) 4960247,no,0,295658.53716041154
7784,NT,0,"6 Paige pine, New Elizabethstad, WS2 0HJ",WS2 0HJ,01632 960715,+44(0)114 4960727,+44121 4960077,no,0,710.0
7785,RG,2,"Flat 00, Iqbal fall, Smithstad, M12 8GZ",M12 8GZ,+441632 960703,0151 4960844,01614960120,yes,0,32283.53351658637
7786,BX,2,"Studio 7, Francesca locks, Hilaryport, NE86 3JE",NE86 3JE,0151 496 0627,029 2018 0100,0121 4960112,no,0,248261.42254150083
7787,QU,2,"Flat 46j, Donna overpass, Timothyberg, MK1 4WD",MK1 4WD,+44(0)191 4960275,(0116) 496 0846,0306 9990771,no,0,224738.75241540297
7788,MG,1,"91 Sean drives, East Rossport, G3 5JX",G3 5JX,+44(0)113 496 0366,+441414960908,01632 960961,no,0,30914.164346999223
7789,HL,2,"5 Bradley circles, New Nicola, CV03 4XL",CV03 4XL,(0808) 1570288,+44(0)9098790310,+44(0)161 4960602,no,0,126672.04873357607
7790,ON,2,"46 Hardy divide, Port Allanport, L52 8HY",L52 8HY,0113 4960984,(0131) 496 0524,(0116)4960563,yes,1,710.0
7791,PO,0,"26 Nathan centers, Woodsmouth, HX9 6UX",HX9 6UX,+44(0)808 157 0684,(01632)960162,(0115) 4960430,no,0,32264.721818041588
7792,PO,0,"40 Samantha knolls, New Maureenview, B7T 3LB",B7T 3LB,(028)9018942,(0117) 496 0601,+44(0)808 157 0321,no,0,272087.570233755
7793,LX,2,"Flat 76, Holmes glens, West Gemmaton, TA1 4EF",TA1 4EF,+44121 4960656,(0808)1570794,+44116 4960709,no,0,257177.16783789292
7794,DO,2,"4 Nicholas views, North Lorraine, HU73 5DZ",HU73 5DZ,0118 4960247,+44(0)1144960657,+44(0)113 496 0591,no,1,710.0
7795,MP,0,"0 Edward terrace, Reeceshire, BH49 0ED",BH49 0ED,(0116) 4960113,+44(0)28 9018818,0117 496 0908,yes,0,27730.656556519534
7796,OX,2,"Studio 15, Walker stravenue, West Tonyfurt, RG8 0JX",RG8 0JX,(0909)8790923,0121 496 0839,0118 496 0734,yes,1,160099.23699412882
7797,IE,2,"Studio 67, Georgia ranch, West Hazelton, IM1 1TB",IM1 1TB,(0114)4960403,+44115 496 0592,0116 496 0684,yes,0,30161.050643796505
7798,NR,1,"Flat 04, Murphy plains, Brownmouth, S3 0PW",S3 0PW,+44161 496 0585,+44(0)1214960305,+44117 496 0795,yes,0,31253.063957079354
7799,TM,2,"Flat 3, Gavin roads, Hillburgh, E6A 7HS",E6A 7HS,(0151)4960620,+44114 4960775,(0808) 157 0941,yes,0,710.0
7800,DE,0,"6 Mathew plain, Whitemouth, TQ6R 7QY",TQ6R 7QY,0151 4960907,+44(0)117 4960307,(029) 2018 0747,yes,0,710.0
7801,OX,1,"30 Todd curve, North Abdul, M4 8JZ",M4 8JZ,(0306) 9990539,02074960311,+44(0)151 496 0906,yes,0,710.0
7802,DC,1,"3 Harding shore, East Hannah, B79 8FE",B79 8FE,+441314960977,01514960428,(0808)1570449,yes,0,710.0
7803,UU,1,"Flat 21y, Lee ford, New Rebecca, NR4 5WS",NR4 5WS,0306 999 0921,+441134960414,+44161 4960065,yes,0,710.0
7804,ZW,2,"Studio 10Q, Robinson radial, West Katherinemouth, NE97 0PY",NE97 0PY,+44(0)1174960466,(0114) 4960975,(0191)4960886,no,0,710.0
7805,SF,1,"50 Patricia curve, Raymondfort, SE5A 3ZN",SE5A 3ZN,01174960473,+441414960726,+44909 8790287,yes,0,167486.85513082542
7806,EK,1,"Flat 6, Garner trail, Kathleenfurt, DN6P 6WJ",DN6P 6WJ,+44121 4960918,+441154960734,0909 8790717,yes,0,710.0
7807,CU,2,"8 Davies station, Aliborough, L0 1YL",L0 1YL,+44(0)141 496 0398,01164960799,+4428 9018789,no,0,31789.98818112578
7808,HJ,2,"620 Janet square, Barnettville, E6H 3WU",E6H 3WU,+44292018455,+44(0)114 4960534,+441632 960 330,yes,0,710.0
7809,SS,2,"297 O'Connor summit, North Janicemouth, G7E 2RQ",G7E 2RQ,+44141 496 0547,(0121) 496 0701,(028) 9018 0410,no,0,710.0
7810,ZZ,1,"Studio 35y, Carl village, Joshview, M84 1BP",M84 1BP,0191 4960318,+44(0)118 4960115,+441214960921,no,0,31711.562977156103
7811,JR,1,"Flat 29, Terence ports, East Lindaborough, W7 8QN",W7 8QN,0113 4960165,01414960587,+44117 496 0240,no,1,710.0
7812,AT,0,"584 Young prairie, New Martyn, G1C 3HA",G1C 3HA,+441214960851,+44(0)151 4960780,+44(0)909 879 0105,no,0,33061.07727122501
7813,LL,1,"7 Wilkinson coves, North Russellburgh, E50 8LT",E50 8LT,(0191)4960050,0117 4960317,+44114 496 0466,yes,0,30733.59323743949
7814,TX,2,"208 Shepherd drive, Marshville, WN5 3HF",WN5 3HF,+44(0)28 9018 0435,(0117) 496 0421,01614960414,no,0,39073.68211382441
7815,EI,2,"Studio 02d, Ann cliff, Lake Ireneburgh, W80 5SX",W80 5SX,028 9018033,+441144960521,+441144960768,yes,1,710.0
7816,BI,2,"Studio 62H, Sharpe way, Gillianbury, S8 1ZX",S8 1ZX,+44808 157 0655,0306 999 0556,+44117 496 0241,yes,0,272703.19933230185
7817,BA,1,"Studio 06P, Diane lake, Denisside, HU28 6YX",HU28 6YX,+44161 4960364,+441414960716,+44(0)1134960062,yes,1,141722.00552918107
7818,PB,2,"Flat 35, Douglas extensions, Jademouth, B2A 9ZN",B2A 9ZN,+44(0)9098790339,0191 4960803,(0191) 496 0870,yes,0,710.0
7819,JI,2,"Flat 9, Adams cliff, East Cheryl, HA4W 3ST",HA4W 3ST,+44121 4960078,+44(0)1314960696,+44(0)151 496 0357,yes,0,145034.73466391925
7820,FE,2,"Studio 35X, Katie valley, North Lee, M86 8ZG",M86 8ZG,+441632960146,+44808 157 0051,+44(0)20 74960664,no,0,710.0
7821,NW,2,"Studio 66, Owen throughway, South Jasonburgh, L2T 3XB",L2T 3XB,0116 4960720,+44191 4960315,029 2018436,no,1,710.0
7822,JD,1,"Studio 86K, Howell locks, Lake Sara, L2 7HS",L2 7HS,(0191) 4960418,01314960710,+44808 157 0345,yes,1,710.0
7823,WJ,2,"44 Taylor mews, New Katherineview, NP3M 8AT",NP3M 8AT,+44116 496 0793,(0808)1570482,(0131) 496 0487,yes,1,710.0
7824,OC,0,"Studio 10Z, Green crossing, Lake Russellborough, HD47 9EE",HD47 9EE,0116 4960041,+44(0)117 496 0859,+44113 496 0627,no,1,118725.3874329188
7825,TQ,1,"Flat 97, Adams camp, Joneston, IV47 0WD",IV47 0WD,+44118 4960717,+44117 496 0037,+44(0)8081570639,yes,0,710.0
7826,QR,1,"47 Catherine viaduct, South Ruthville, S25 8QT",S25 8QT,+44306 9990715,+44(0)191 4960921,01414960170,no,1,710.0
7827,WT,0,"6 Clarke mission, East Claireborough, DG4E 4DG",DG4E 4DG,0115 496 0076,+44306 9990285,+44(0)29 2018126,no,0,29901.120283237815
7828,CZ,1,"Flat 04, Graham knoll, Bretthaven, DT34 1LR",DT34 1LR,+441174960091,+44141 4960574,+441514960162,yes,0,710.0
7829,HP,2,"264 Martin street, Daviesburgh, M7T 7PG",M7T 7PG,+441164960417,(028)9018922,+44(0)117 4960515,yes,0,259573.30607007645
7830,ET,0,"735 Mandy greens, Port Brett, PR0 1WR",PR0 1WR,+44(0)115 496 0340,(0121)4960975,+44909 8790587,no,1,710.0
7831,EL,2,"2 Eric fields, Port Marcus, E51 4NU",E51 4NU,+449098790573,+44(0)1614960257,+44808 157 0512,yes,0,28287.944889830942
7832,SC,1,"Studio 41, Vaughan shores, New Alberthaven, HD8P 6LG",HD8P 6LG,(0808) 157 0519,(029) 2018686,0191 498 0703,yes,0,97034.60490553592
7833,AE,0,"Flat 1, Carly rapid, Conormouth, PO9 0JF",PO9 0JF,0161 496 0775,+44191 496 0410,(0113) 4960579,no,0,31318.16547959903
7834,XO,1,"7 Timothy islands, North Jean, L36 5PN",L36 5PN,+44(0)3069990537,+44(0)2074960231,+441144960072,no,1,32694.17773529802
7835,HT,1,"Flat 1, Wilkinson cove, Ashleyfurt, DH1X 8AF",DH1X 8AF,(0909)8790358,+44141 4960995,(0808)1570876,yes,0,710.0
7836,DP,0,"09 Rita harbors, Rileyview, E34 6WU",E34 6WU,(0141) 496 0778,0113 496 0283,+44115 496 0203,yes,0,710.0
7837,MS,1,"Studio 65T, Rogers cliffs, Jonesborough, CW2 5QP",CW2 5QP,+441154960891,+441614960249,+441632 960 000,no,0,710.0
7838,EX,2,"9 Henry trafficway, Benjaminton, DH6 5DU",DH6 5DU,(0141) 4960022,01144960991,+441164960614,yes,0,97460.40212640175
7839,YK,1,"5 Moss ridges, North Guy, S3C 4FG",S3C 4FG,0909 879 0727,020 74960111,+44(0)151 496 0270,no,1,31009.974650880762
7840,XQ,2,"22 Melissa forges, Daviesstad, CT43 6WP",CT43 6WP,0161 496 0035,(0114) 496 0948,+44(0)191 496 0972,yes,0,121015.53620326659
7841,QX,1,"Studio 13, Stewart manor, Spencermouth, S0 0UX",S0 0UX,0114 496 0808,0808 1570935,0113 4960130,no,0,710.0
7842,TP,0,"118 Clark burgs, Johnsonstad, ML4N 7FT",ML4N 7FT,+441214960608,+44161 4960282,(01632) 960 167,no,0,710.0
7843,OY,2,"699 Price throughway, East Clareburgh, TS1 0AH",TS1 0AH,(0151) 4960729,01164960455,+44131 496 0600,yes,0,77492.96869607693
7844,ZT,2,"Flat 84E, Sharp parks, Sheilaton, N6B 6FS",N6B 6FS,+443069990703,+44(0)1214960724,0131 496 0917,yes,0,30953.31865138205
7845,VQ,1,"Studio 4, Diana branch, Robertsberg, M25 6DP",M25 6DP,+44(0)117 4960986,+4429 2018529,(020) 7496 0835,yes,0,32374.87964477745
7846,JB,0,"874 Davis glens, South Brendaland, TA85 0TY",TA85 0TY,0161 496 0458,+44(0)141 4960901,01134960438,no,0,710.0
7847,OF,0,"281 Holly tunnel, Khanstad, RG1 7AY",RG1 7AY,02074960409,0116 496 0432,(0115) 496 0668,yes,0,710.0
7848,BP,1,"92 Ward skyway, Ahmedside, N26 7PN",N26 7PN,(0191) 4960726,(0118)4960818,+44(0)1314960550,yes,0,30416.612868557233
7849,UK,0,"Flat 02s, Elliott manors, Walkermouth, S59 1QF",S59 1QF,+44115 4960897,+4429 2018588,+4429 2018169,yes,0,31671.585332608887
7850,XR,1,"Flat 7, Webster pine, Russellstad, BT60 7AF",BT60 7AF,01164960998,+44(0)1184960303,0161 496 0574,no,0,29082.560257227546
7851,LQ,0,"Studio 9, Wall well, West Kate, L7 2PR",L7 2PR,+44(0)116 496 0664,020 74960195,0117 4960774,no,0,249153.96318144188
7852,AI,1,"Studio 65h, Barrett park, East Katiehaven, NR66 4QY",NR66 4QY,+44161 496 0383,+4420 7496 0615,(0113) 496 0121,yes,0,32156.147215384302
